,Unnamed: 0,Name,Station,FirstCategory,SecondCategory,TotalRating,ReviewNum,Lat,Long,Category,DinnerPriceLow,DinnerPriceHigh,LunchPriceLow,LunchPriceHigh
133,134,hokkorisakabanagomiya  ,Shijo Omiya,Izakaya (Tavern),Yakitori (Grilled chicken),3.06,6,35.0061571694362,135.744938816698,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999,,
134,135,teppandainingugionshou  ,Gion Shijo,Izakaya (Tavern),Teppanyaki,3.02,1,35.0040289967583,135.772909925019,Izakaya (Tavern) Teppanyaki,￥2000,￥2999,,
135,136,Charcoal  ,Shijo,Italian,Bar,3.53,19,35.0040659194942,135.755990495142,Italian Bar,￥3000,￥3999,,
136,137,rakuenzakayaannachuraru  ,Demachiyanagi,Izakaya (Tavern),Dining bar,3.0,2,35.029520546032,135.779161565477,Izakaya (Tavern) Dining bar,￥2000,￥2999,,
137,138,Gionemon  ,Higashiyama,Sushi,Kappo (Traditional Japanese),3.48,17,35.0070682048416,135.777988807732,Sushi Kappo (Traditional Japanese),￥6000,￥7999,￥1000,￥1999
138,139,Momojirou  ,Keihan Yamashina,Izakaya (Tavern),Seafood,3.08,14,34.9918852426794,135.817584829449,Izakaya (Tavern) Seafood,￥3000,￥3999,,
139,140,Kizakurajirokutei  ,Sanjo,Izakaya (Tavern),Kyoto Cuisine,3.2,15,35.0083040555842,135.770650471388,Izakaya (Tavern) Kyoto Cuisine,￥3000,￥3999,,
140,141,torisemmontenyamadori  ,Kyoto,Yakitori (Grilled chicken),Sukiyaki,3.38,14,34.9893744850266,135.758834824231,Yakitori (Grilled chicken) Sukiyaki,￥3000,￥3999,,
141,142,satsumachirandorikuroyakibeppinya  ,Karasuma,Izakaya (Tavern),Fowl,3.48,39,35.0024498377811,135.763680208698,Izakaya (Tavern) Fowl,￥3000,￥3999,,
142,143,zensekikoshitsuizakayasakurazaka  ,Sanjo,Izakaya (Tavern),Seafood,3.0,4,35.0076434580508,135.770025878736,Izakaya (Tavern) Seafood,￥2000,￥2999,,
143,144,Chiritorinabeiyama  ,Kitano Hakubaicho,Chiritori nabe (tripe),Korean cuisine,3.52,24,35.0266908875947,135.733680472959,Chiritori nabe (tripe) Korean cuisine,￥4000,￥4999,,
144,145,Mayonakashokudouchoujuugigarokkaku  ,Karasuma Oike,Izakaya (Tavern),Fowl,3.06,3,35.0077163534109,135.755477314134,Izakaya (Tavern) Fowl,￥2000,￥2999,,
145,146,Bankettonishiki  ,Karasuma,Japanese food (other),Izakaya (Tavern),3.15,7,35.0051393378696,135.760538380364,Japanese food (other) Izakaya (Tavern),￥4000,￥4999,,
146,147,Roppakuyakado  ,Karasuma,Izakaya (Tavern),Wine bar,3.06,7,35.0044689590267,135.757541181135,Izakaya (Tavern) Wine bar,￥3000,￥3999,,
147,148,Parinijuuikku  ,Kawaramachi,Steak,Beer,3.15,45,35.0051732085629,135.766597896551,Steak Beer,￥2000,￥2999,￥1000,￥1999
148,149,ajidokorosamon  ,Sai,Izakaya (Tavern),Okinawan Cuisine,3.05,2,35.0039066692894,135.734330079148,Izakaya (Tavern) Okinawan Cuisine,￥3000,￥3999, ,￥999
149,150,Ajidokoroterasaki  ,Kyoto,Kaiseki (Traditional Japanese),Seafood,3.52,8,34.9884436069205,135.750571386701,Kaiseki (Traditional Japanese) Seafood,￥8000,￥9999,,
150,151,STRADA  ,Kyoto Shiyakusho Mae,Italian,,3.0,18,35.0111700267108,135.764283368223,Italian nan,￥6000,￥7999,￥2000,￥2999
151,152,Nonkitei  ,Gion Shijo,Kappo (Traditional Japanese),Creative cuisine,3.47,20,35.005610543325,135.775718785592,Kappo (Traditional Japanese) Creative cuisine,￥8000,￥9999,,
152,153,kyouryourikaji  ,Marutamachi,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.56,67,35.0172339290037,135.754474736969,Kyoto Cuisine Kaiseki (Traditional Japanese),￥8000,￥9999,￥5000,￥5999
153,154,nikugaumaikafenikkusutokku  ,Tambaguchi,Cafe,Steak,3.19,41,34.9955417719794,135.736694990099,Cafe Steak,￥2000,￥2999,￥1000,￥1999
154,155,momojirouichiba  ,Kitano Hakubaicho,Izakaya (Tavern),Seafood,3.05,3,35.0271719225443,135.732265846074,Izakaya (Tavern) Seafood,￥3000,￥3999,,
155,156,Waraiya  ,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),3.09,27,35.0028114876945,135.764935643338,Izakaya (Tavern) Yakitori (Grilled chicken),￥4000,￥4999,,
156,157,Ryouma  ,Karasuma Oike,Izakaya (Tavern),Seafood,3.03,1,35.0085699666364,135.760825441782,Izakaya (Tavern) Seafood,￥3000,￥3999,,
157,158,Nihonryouriukihashi  ,Kyoto,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.53,42,34.9860781841528,135.759591579816,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥8000,￥9999,￥3000,￥3999
158,159,Sushiyoshino  ,Sanjo,Sushi,Kappo (Traditional Japanese),3.06,3,35.0081457443705,135.770947398464,Sushi Kappo (Traditional Japanese),￥6000,￥7999,￥2000,￥2999
159,160,Tsuneo  ,Gion Shijo,Kappo (Traditional Japanese),Wine bar,3.52,8,35.000280609852,135.778695172693,Kappo (Traditional Japanese) Wine bar,￥10000,￥14999,,
160,161,KYOTO GATTEN  ,Gion Shijo,Tempura,Sushi,3.09,11,35.0040634027413,135.770918699917,Tempura Sushi,￥3000,￥3999,￥1000,￥1999
161,162,Figerasu  ,Gion Shijo,Spain,Bar,3.06,14,35.0047133675842,135.772886006607,Spain Bar,￥5000,￥5999,,
162,163,LOTUS  ,Shijo,Italian,Izakaya (Tavern),3.42,30,35.0042639780311,135.757373982236,Italian Izakaya (Tavern),￥4000,￥4999,,
163,164,Saredokafe  ,Kyoto,Cafe,Crepes,3.11,21,34.9890664307592,135.757022211173,Cafe Crepes,￥1000,￥1999,￥1000,￥1999
164,165,Kushinobou  ,Kyoto,Kushi-age (Fried Skewer),,3.06,22,34.98607954286,135.757872000343,Kushi-age (Fried Skewer) nan,￥4000,￥4999,￥1000,￥1999
165,166,Kaisendokoroichi  ,Karasuma,Izakaya (Tavern),Seafood,3.08,5,35.0072254458004,135.764121618828,Izakaya (Tavern) Seafood,￥4000,￥4999,,
166,167,Kyuushuunecchuuya  ,Omiya,Izakaya (Tavern),Dumplings,3.08,12,35.0047043374916,135.74884411481,Izakaya (Tavern) Dumplings,￥3000,￥3999,,
167,168,Nosutarujia  ,Kyoto Shiyakusho Mae,Dining bar,Italian,3.04,14,35.0100432814247,135.768785546195,Dining bar Italian,￥3000,￥3999,,
168,169,sakesakanatanagokoro  ,Gojo,Izakaya (Tavern),Japanese food (other),3.06,9,34.9977994824742,135.762570792723,Izakaya (Tavern) Japanese food (other),￥4000,￥4999,,
169,170,mo-shondaina-  ,Kyoto Shiyakusho Mae,Cafe,Burger,3.12,19,35.0079904252289,135.767628236827,Cafe Burger,￥2000,￥2999,￥1000,￥1999
170,171,Sumibikushiyakitsujiya  ,Kawaramachi,Yakitori (Grilled chicken),Izakaya (Tavern),3.05,10,35.0029592732293,135.766284691163,Yakitori (Grilled chicken) Izakaya (Tavern),￥3000,￥3999,,
171,172,Tenshinchashitsu  ,Kyoto,Shanghai Cuisine,Cantonese Cuisine,3.54,52,34.9858540036173,135.757424825642,Shanghai Cuisine Cantonese Cuisine,￥3000,￥3999,￥1000,￥1999
172,173,Haiborubakyoutokarasumaichikyuuniisan  ,Karasuma,Bar,Bar,3.22,4,35.0046028542619,135.758724410036,Bar Bar,￥2000,￥2999,￥2000,￥2999
173,174,Oumigyuuyakinikumeitokuya  ,Jujo,Yakiniku (BBQ Beef),,3.0,2,34.9695735185194,135.757181706528,Yakiniku (BBQ Beef) nan,￥4000,￥4999,,
174,175,Mukadeya  ,Karasuma,Kyoto Cuisine,Japanese food (other),3.07,21,35.005659231154,135.756468653259,Kyoto Cuisine Japanese food (other),￥6000,￥7999,￥3000,￥3999
175,176,Hanagokoro  ,Hanazono,Kyoto Cuisine,Shojin Cuisine (Buddhist Cuisine),3.08,11,35.0211042512664,135.721942974391,Kyoto Cuisine Shojin Cuisine (Buddhist Cuisine),￥3000,￥3999,￥1000,￥1999
176,177,Rakuza  ,Kyoto,Izakaya (Tavern),Seafood,3.22,29,34.988146543692,135.75785468439,Izakaya (Tavern) Seafood,￥4000,￥4999,,
177,178,Monakadou  ,Kawaramachi,Izakaya (Tavern),Creative cuisine,3.07,10,35.0046222883179,135.769911094623,Izakaya (Tavern) Creative cuisine,￥3000,￥3999,,
178,179,kyoutoayanokoujimangetsunohana  ,Karasuma,Sweets,Japanese food (other),3.26,26,35.0025617701124,135.763672148658,Sweets Japanese food (other),￥2000,￥2999, ,￥999
179,180,shunsaibaruiberiko  ,Sanjo,Dining bar,Creative cuisine,3.05,4,35.0075957803491,135.769639476852,Dining bar Creative cuisine,￥3000,￥3999,,
180,181,Ikiikiudon  ,Karasuma Oike,Udon,Japanese food (other),3.18,47,35.0112104746148,135.758368024296,Udon Japanese food (other), ,￥999, ,￥999
181,182,zasera-kyouto  ,Kyoto Shiyakusho Mae,Dining bar,Kappo (Traditional Japanese),3.05,2,35.0093689200271,135.769410525339,Dining bar Kappo (Traditional Japanese),￥6000,￥7999,,
182,183,Daikokuebisu  ,Saiin,Yakiniku (BBQ Beef),Korean cuisine,3.06,15,35.0033844419695,135.73084039301,Yakiniku (BBQ Beef) Korean cuisine,￥4000,￥4999,,
183,184,kaitoshirowainnobarukakimaru  ,Kyoto,Bar,Italian,3.0,8,34.9893858083232,135.755149018704,Bar Italian,￥3000,￥3999,,
184,185,chisouyouga  ,Gojo,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.63,8,34.9940370483543,135.759205967623,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥10000,￥14999,￥6000,￥7999
185,186,Kushiyamonogatari  ,Kyoto,Kushi-age (Fried Skewer),Izakaya (Tavern),3.0,14,34.9881307373069,135.759300676139,Kushi-age (Fried Skewer) Izakaya (Tavern),￥2000,￥2999,￥1000,￥1999
186,187,nihonshubarujinsuke  ,Karasuma,Izakaya (Tavern),Seafood,3.05,8,35.0026117668848,135.763793525165,Izakaya (Tavern) Seafood,￥3000,￥3999,,
187,188,Hanatanuki  ,Nishioji Oike,Izakaya (Tavern),Okonomiyaki,3.01,11,35.011192518789,135.732162145963,Izakaya (Tavern) Okonomiyaki,￥3000,￥3999,,
188,189,izakayaba-shiba  ,Gion Shijo,Izakaya (Tavern),Japanese food (other),3.03,2,35.0048497374475,135.772631854769,Izakaya (Tavern) Japanese food (other),￥3000,￥3999,,
189,190,Satsumagokamon  ,Karasuma,Izakaya (Tavern),Sukiyaki,3.07,27,35.0040723797291,135.760114596783,Izakaya (Tavern) Sukiyaki,￥3000,￥3999, ,￥999
190,191,Kyoutoyamanashiyakitorikanazawa  ,Keihan Yamashina,Izakaya (Tavern),Yakitori (Grilled chicken),3.06,36,34.9913314236335,135.818192026742,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999,,
191,192,Himiko  ,Higashi Maizuru,Izakaya (Tavern),Seafood,3.12,29,35.4756594489946,135.394954321689,Izakaya (Tavern) Seafood,￥4000,￥4999,￥1000,￥1999
192,193,koshitsuichiammasamunebettei  ,Gion Shijo,Izakaya (Tavern),Dining bar,3.06,2,35.0048052648707,135.770748957635,Izakaya (Tavern) Dining bar,￥2000,￥2999,￥2000,￥2999
193,194,CHULETA  ,Gion Shijo,Spain,Bar,3.58,24,35.004132038915,135.772773820467,Spain Bar,￥5000,￥5999,￥1000,￥1999
194,195,GRILL&PUB The NICK STOCK  ,Sanjo,Steak,Bar,3.0,19,35.008732885782,135.769916345949,Steak Bar,￥2000,￥2999,￥1000,￥1999
195,196,Choushuuryourikyoumon  ,Sanjo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.07,34,35.0092956151734,135.770592097252,Kyoto Cuisine Kaiseki (Traditional Japanese),￥5000,￥5999,￥2000,￥2999
196,197,Brochette  ,Karasuma Oike,Western (Others),French,3.55,44,35.0103900554259,135.761151164263,Western (Others) French,￥3000,￥3999,￥1000,￥1999
197,198,Ilifune  ,Jingu Marutamachi,Dining bar,Italian,3.06,1,35.0167886687495,135.768654135428,Dining bar Italian,￥3000,￥3999,,
198,199,Satsuki  ,Kyoto Shiyakusho Mae,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.51,5,35.0118947848042,135.770775017945,Kyoto Cuisine Kaiseki (Traditional Japanese),￥10000,￥14999,,
199,200,Kaitoshirowainnobarukakimaru  ,Saiin,Bar,Izakaya (Tavern),3.04,3,35.0023837266776,135.731470386764,Bar Izakaya (Tavern),￥3000,￥3999,,
200,201,Sandaimetorimero  ,Shijo,Izakaya (Tavern),Yakitori (Grilled chicken),3.0,2,35.0039504023623,135.757482876519,Izakaya (Tavern) Yakitori (Grilled chicken),￥2000,￥2999,,
201,202,Furenchibado  ,Kyoto Shiyakusho Mae,French,Bistro,3.06,11,35.0136922748397,135.765308722494,French Bistro,￥4000,￥4999,￥1000,￥1999
202,203,BISTRO BAR A VIN  C  ,Shijo,Bistro,Seafood,3.51,49,35.0013962432629,135.758178491902,Bistro Seafood,￥2000,￥2999,￥3000,￥3999
203,204,Figerasu  ,Karasuma,Spain,Bar,3.04,11,35.0062093790221,135.760437804883,Spain Bar,￥3000,￥3999,,
204,205,Sorekaraayanokouji  ,Shijo,Izakaya (Tavern),Japanese food (other),3.0,10,35.0024459092234,135.761385121707,Izakaya (Tavern) Japanese food (other),￥4000,￥4999,,
205,206,nikugaumaikafenikkusutokku  ,Toji,Cafe,Steak,3.19,17,34.9831039778838,135.755014596872,Cafe Steak,￥1000,￥1999,￥1000,￥1999
206,207,Teppankushiyakisakura  ,Chushojima,Izakaya (Tavern),Teppanyaki,3.05,7,34.9304169208423,135.759897728248,Izakaya (Tavern) Teppanyaki,￥3000,￥3999, ,￥999
207,208,TORIBUN  ,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),3.02,10,35.0040039412769,135.769580202706,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999,￥1000,￥1999
208,209,Supuringubareburuwarikyouto  ,Kawaramachi,Dining bar,Cafe,3.53,36,35.0054145412285,135.764856918916,Dining bar Cafe,￥3000,￥3999,￥1000,￥1999
209,210,Bistro SUMIRE Chinese   ,Gion Shijo,Chinese,Dim sum,3.35,13,35.0018691814228,135.77025635595,Chinese Dim sum,￥8000,￥9999,,
210,211,Bisutoroemuiaru  ,Gion Shijo,Bistro,Italian,3.48,20,35.0058615735432,135.772624864318,Bistro Italian,￥4000,￥4999,,
211,212,Daitouryou  ,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.08,16,35.0046850072479,135.771166428501,Kyoto Cuisine Kaiseki (Traditional Japanese),￥6000,￥7999,￥4000,￥4999
212,213,Nagomijun  ,Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.15,16,35.0048941434939,135.754802777872,Kyoto Cuisine Kaiseki (Traditional Japanese),￥6000,￥7999,￥3000,￥3999
213,214,Hiroya  ,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.59,51,35.1224245875838,135.763415575783,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥15000,￥19999,￥15000,￥19999
214,215,Kenedhikurabu  ,Sanjo,Bar,Italian,3.04,2,35.0101227508598,135.770702883301,Bar Italian,￥3000,￥3999,,
215,216,zensekikoshitsuizakayataketorinoneiro  ,Kyoto,Izakaya (Tavern),Seafood,3.0,10,34.9873619562937,135.760768922931,Izakaya (Tavern) Seafood,￥3000,￥3999,,
216,217,Miho  ,Shijo Omiya,Izakaya (Tavern),Okinawan Cuisine,3.12,20,35.0034141056446,135.743572945316,Izakaya (Tavern) Okinawan Cuisine,￥3000,￥3999,,
217,218,Chabana  ,Kyoto,Okonomiyaki,Izakaya (Tavern),3.01,8,34.9893539073314,135.757441329796,Okonomiyaki Izakaya (Tavern),￥2000,￥2999,,
218,219,Akayashiro  ,Tambaguchi,Horumon (BBQ Offel),Yakiniku (BBQ Beef),3.52,37,34.9936908501078,135.736194839079,Horumon (BBQ Offel) Yakiniku (BBQ Beef),￥4000,￥4999,,
219,220,Sousakukoshitsuizakayasugiurakyoutoekimaeshichijouten  ,Shichijo,Izakaya (Tavern),Seafood,3.18,2,34.989451476559,135.762002057647,Izakaya (Tavern) Seafood,￥4000,￥4999,,
220,221,Sakanayariichi  ,Keihan Yamashina,Izakaya (Tavern),Seafood,3.05,10,34.9910711240413,135.815349219266,Izakaya (Tavern) Seafood,￥4000,￥4999,,
221,222,yasaidainingukusushi  ,Sanjo,Vegetable dishes,Izakaya (other),3.05,5,35.0084462392183,135.769311964896,Vegetable dishes Izakaya (other),￥3000,￥3999,,
222,223,nikuyanodaidokoro  ,Sanjo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.0,6,35.0082829459208,135.770604087326,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥3000,￥3999,￥1000,￥1999
223,224,Miyagawachousaka  ,Gion Shijo,Italian,French,3.09,11,34.9991239314915,135.770942814225,Italian French,￥20000,￥29999,￥10000,￥14999
224,225,Kashiwa  ,Gion Shijo,Yakitori (Grilled chicken),Fowl,3.06,11,35.0052630628078,135.774706385671,Yakitori (Grilled chicken) Fowl,￥3000,￥3999,,
225,226,Iorisantouka  ,Emmachi,Izakaya (Tavern),Kyoto Cuisine,3.05,5,35.0173968112083,135.7296451249,Izakaya (Tavern) Kyoto Cuisine,￥3000,￥3999,,
226,227,Kyuushuunecchuuya  ,Katsura,Izakaya (Tavern),Dumplings,3.03,3,34.9796412396191,135.704267304194,Izakaya (Tavern) Dumplings,￥3000,￥3999,,
227,228,kyoutokushidokoroazumaya  ,Sanjo,Yakitori (Grilled chicken),Izakaya (Tavern),3.0,1,35.0072069503946,135.770632467843,Yakitori (Grilled chicken) Izakaya (Tavern),￥1000,￥1999,,
228,229,Chizutakkarubitonichinandorisachi  ,Saiin,Izakaya (Tavern),Bar,3.04,3,35.0030103264823,135.731479523822,Izakaya (Tavern) Bar,￥3000,￥3999,,
229,230,Shunsaifujii  ,Kitaoji,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),3.35,6,35.0433171469793,135.761285414868,Kappo (Traditional Japanese) Kaiseki (Traditional Japanese),￥8000,￥9999,￥5000,￥5999
230,231,Hitotose  ,Kyoto,Japanese food (other),Izakaya (Tavern),3.0,3,34.9894061814444,135.760732165197,Japanese food (other) Izakaya (Tavern),￥3000,￥3999,,
231,232,Bairan  ,Katsuragawa,Chinese,Dim sum,3.12,29,34.9638660290022,135.706929476087,Chinese Dim sum,￥1000,￥1999, ,￥999
232,233,Setsugekka  ,Kyoto Shiyakusho Mae,Bar,Lounge,3.13,35,35.0088372302662,135.764832596683,Bar Lounge,￥2000,￥2999,,
233,234,yakinikutobi-ruichibakouji  ,Karasuma,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.06,4,35.0041026546082,135.760134038219,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥4000,￥4999,￥1000,￥1999
234,235,Sandaimetorimero  ,Shijo Omiya,Izakaya (Tavern),Yakitori (Grilled chicken),3.04,5,35.0039008051422,135.748432797077,Izakaya (Tavern) Yakitori (Grilled chicken),￥2000,￥2999,,
235,236,zensekikoshitsuizakayatsukinokakehashi  ,Kyoto,Izakaya (Tavern),Regional Cuisine (Other),3.0,6,34.9874163946048,135.760751144123,Izakaya (Tavern) Regional Cuisine (Other),￥3000,￥3999,,
236,237,tounyuutonshabutoratarou  ,Shijo,Kaiseki (Traditional Japanese),Shabu Shabu (Japanese Steamboat),3.0,31,35.0014854399394,135.760442744194,Kaiseki (Traditional Japanese) Shabu Shabu (Japanese Steamboat),￥5000,￥5999,￥3000,￥3999
237,238,Dainingunagomi  ,Keihan Yamashina,Izakaya (Tavern),Japanese food (other),3.0,8,34.9896417987219,135.813416667795,Izakaya (Tavern) Japanese food (other),￥2000,￥2999,,
238,239,Mossannobetayaki  ,Sai,Okonomiyaki,Horumon (BBQ Offel),3.51,19,35.0030579623755,135.73955107351,Okonomiyaki Horumon (BBQ Offel),￥2000,￥2999, ,￥999
239,240,gionnotonjiruyasanadachiya  ,Gion Shijo,Regional Cuisine (Other),Nihonshu (Japanese sake),3.15,11,35.0046578468005,135.774536705406,Regional Cuisine (Other) Nihonshu (Japanese sake),￥3000,￥3999,,
240,241,Gottie'sBEEF  ,Gion Shijo,Steak,Yakiniku (BBQ Beef),3.09,50,35.0042139376688,135.770659547842,Steak Yakiniku (BBQ Beef),￥4000,￥4999,￥1000,￥1999
241,242,pasutakorekushonandoba-dougetsuneo  ,Shijo,Izakaya (Tavern),Pasta,3.43,9,35.0023747986738,135.760981825142,Izakaya (Tavern) Pasta,￥4000,￥4999,￥1000,￥1999
242,243,Shougetsu  ,Kawaramachi,Okonomiyaki,Teppanyaki,3.08,22,35.0067669680697,135.768950127822,Okonomiyaki Teppanyaki,￥2000,￥2999, ,￥999
243,244,Kampaiboupuruda  ,Sanjo,Korean cuisine,Yakiniku (BBQ Beef),3.0,4,35.010283845264,135.770732873394,Korean cuisine Yakiniku (BBQ Beef),￥3000,￥3999,,
244,245,teppandainingugionshou  ,Karasuma,Izakaya (Tavern),Italian,3.03,2,35.0047547729186,135.758178337282,Izakaya (Tavern) Italian,￥2000,￥2999,,
245,246,Sajiki  ,Karasuma,Izakaya (Tavern),Japanese food (other),3.0,21,35.0062516368031,135.762732301268,Izakaya (Tavern) Japanese food (other),￥4000,￥4999,,
246,247,gansochiriteppanyakimotsunabeakachiriya  ,Kyoto,Motsu Nabe (Offel Hot Pot),Izakaya (Tavern),3.02,12,34.9830487933671,135.760015850726,Motsu Nabe (Offel Hot Pot) Izakaya (Tavern),￥3000,￥3999,,
247,248,Nikumon  ,Omiya,Yakiniku (BBQ Beef),Izakaya (Tavern),3.0,11,35.0043274276467,135.748516937114,Yakiniku (BBQ Beef) Izakaya (Tavern),￥3000,￥3999,,
248,249,pontochouyakinikuyaruki  ,Sanjo,Yakiniku (BBQ Beef),Bar,3.06,4,35.0075863598508,135.770952701556,Yakiniku (BBQ Beef) Bar,￥3000,￥3999,,
249,250,BAR-CERVECERIA xativa  ,Kyoto Shiyakusho Mae,Spain,Bar,3.45,12,35.0130748179604,135.770174741391,Spain Bar,￥3000,￥3999,,
250,251,Ginnan  ,Kyoto,Izakaya (Tavern),Tofu,3.05,11,34.9893875390549,135.758827324252,Izakaya (Tavern) Tofu,￥4000,￥4999,,
251,252,Kyuushuunecchuuya  ,Fushimi Momoyama,Izakaya (Tavern),Dumplings,3.0,6,34.9332650315496,135.764592762749,Izakaya (Tavern) Dumplings,￥3000,￥3999,,
252,253,konken  ,Kawaramachi,Thailand cooking,Izakaya (Tavern),3.12,7,35.0047954829718,135.767272580132,Thailand cooking Izakaya (Tavern),￥1000,￥1999, ,￥999
253,254,Yakinikuhorumonanju  ,Karasuma,Yakiniku (BBQ Beef),Korean cuisine,3.0,5,35.0050667494906,135.761928011508,Yakiniku (BBQ Beef) Korean cuisine,￥3000,￥3999,,
254,255,Yamabanaheihachidiya  ,Shugakuin,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.56,29,35.0540652185977,135.791069150017,Kyoto Cuisine Kaiseki (Traditional Japanese),￥10000,￥14999,￥4000,￥4999
255,256,Idutsuya  ,Karasuma Oike,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.28,9,35.0094799167364,135.763540729937,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥5000,￥5999,,
256,257,Kyouyoushokumatsumoto  ,Karasuma,Western Cuisine,French,3.33,20,35.0062209598182,135.755592651184,Western Cuisine French,￥4000,￥4999,￥1000,￥1999
257,258,Ashuckurk  ,Demachiyanagi,Bistro,Bar,3.0,7,35.0282667028448,135.774100099116,Bistro Bar,￥3000,￥3999,,
258,259,ITALIAN BAR MODERNTIMES  ,Marutamachi,Italian,Pizza,3.29,15,35.0134296607426,135.75716857729,Italian Pizza,￥2000,￥2999, ,￥999
259,260,Aiyoxtsu  ,Karasuma Oike,Kushi-age (Fried Skewer),Izakaya (Tavern),3.05,5,35.0083908126893,135.760456591774,Kushi-age (Fried Skewer) Izakaya (Tavern),￥1000,￥1999, ,￥999
260,261,Chanchi  ,Kyoto,Korean cuisine,Izakaya (Tavern),3.46,34,34.9882018356172,135.759003197571,Korean cuisine Izakaya (Tavern),￥2000,￥2999, ,￥999
261,262,SHUKURA  ,Sanjo,Bar,Nihonshu (Japanese sake),3.06,5,35.0083132271355,135.770986276413,Bar Nihonshu (Japanese sake),￥3000,￥3999,,
262,263,mikusoroji-ba-sumu-su  ,Gion Shijo,Bar,Dining bar,3.05,3,35.0048785884352,135.770638685639,Bar Dining bar,￥2000,￥2999,,
263,264,Kinugawa  ,Gojo,Kappo (Traditional Japanese),Shabu Shabu (Japanese Steamboat),3.42,8,34.9965550946793,135.758193991288,Kappo (Traditional Japanese) Shabu Shabu (Japanese Steamboat),￥6000,￥7999,￥2000,￥2999
264,265,Momojirou  ,Demachiyanagi,Izakaya (Tavern),Seafood,3.01,6,35.0286314545673,135.778022534342,Izakaya (Tavern) Seafood,￥2000,￥2999,,
265,266,daikouen  ,Tambaguchi,Yakiniku (BBQ Beef),Korean cuisine,3.21,16,34.9987151466086,135.742588521201,Yakiniku (BBQ Beef) Korean cuisine,￥4000,￥4999,,
266,267,Gounotora  ,Shijo,Izakaya (Tavern),Nihonshu (Japanese sake),3.16,9,35.0025508204389,135.756944652324,Izakaya (Tavern) Nihonshu (Japanese sake),￥3000,￥3999,,
267,268,Bejotamuamua  ,Karasuma Oike,Bar,Western (Others),3.1,16,35.0085174661826,135.760477973056,Bar Western (Others),￥3000,￥3999,,
268,269,Ichibakouji  ,Kawaramachi,Izakaya (Tavern),Steak,3.51,69,35.0052579227962,135.766659276441,Izakaya (Tavern) Steak,￥3000,￥3999,￥1000,￥1999
269,270,shioriyaichie  ,Kyoto Shiyakusho Mae,Izakaya (Tavern),Nihonshu (Japanese sake),3.07,19,35.0112406861844,135.770665334948,Izakaya (Tavern) Nihonshu (Japanese sake),￥4000,￥4999,,
270,271,Kitayama  ,Gion Shijo,Hot Pot (other),Kyoto Cuisine,3.02,5,35.002975569942,135.770782932183,Hot Pot (other) Kyoto Cuisine,￥5000,￥5999,￥2000,￥2999
271,272,Tempurashinjukutsunahachi  ,Kawaramachi,Tempura,Kaiseki (Traditional Japanese),3.02,17,35.0032062235375,135.768132581881,Tempura Kaiseki (Traditional Japanese),￥4000,￥4999,￥1000,￥1999
272,273,yakinikuajidouraku  ,Higashi Maizuru,Yakiniku (BBQ Beef),Seafood,3.06,2,35.469724811884,135.395291789126,Yakiniku (BBQ Beef) Seafood,￥3000,￥3999,,
273,274,IL TOBANCHI  ,Karasuma Oike,Bar,Italian,3.18,15,35.0081926739393,135.75448043055,Bar Italian,￥3000,￥3999,,
274,275,Shikinoajisugiura  ,Karasuma,Izakaya (Tavern),Seafood,3.15,17,35.0063332547144,135.760440854482,Izakaya (Tavern) Seafood,￥4000,￥4999,,
275,276,Kyoutoyakitoriseisakujo  ,Kawaramachi,Yakitori (Grilled chicken),Fowl,3.29,17,35.0025548324267,135.766148745556,Yakitori (Grilled chicken) Fowl,￥3000,￥3999,,
276,277,arashiyamakushibun  ,Shijo,Kushi-age (Fried Skewer),Izakaya (Tavern),3.21,14,35.0035746010211,135.757013210605,Kushi-age (Fried Skewer) Izakaya (Tavern),￥3000,￥3999,,
277,278,Toriasa  ,Karasuma,Izakaya (Tavern),Yakitori (Grilled chicken),3.09,23,35.004073490731,135.760115152241,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999, ,￥999
